mkt_datetime,int_nuc_sch,int_gas_sch,int_hyd_sch,int_win_sch,imp_mic_sch,imp_new_sch,imp_que_sch,ont_avg_dem,exp_mic_sch,exp_new_sch,exp_que_sch,ont_ene
2020-01-01 00:00:00,11554,216,2857,2113,0,0,9,13305,-800,-1285,-1273,0.0
2020-01-01 01:00:00,11554,216,2834,1595,0,0,9,12870,-800,-1285,-1273,0.0
2020-01-01 02:00:00,11554,216,2834,1506,0,0,9,12512,-800,-1390,-1273,0.0
2020-01-01 03:00:00,11554,216,2835,1592,0,0,9,12370,-800,-1443,-1273,0.0
2020-01-01 04:00:00,11554,216,2911,1479,0,0,9,12469,-800,-1440,-1273,0.0
2020-01-01 05:00:00,11554,216,2917,1561,0,0,9,12584,-800,-1417,-1273,0.0
2020-01-01 06:00:00,11554,216,3061,1430,0,0,9,12874,-800,-1404,-1273,0.0
2020-01-01 07:00:00,11554,216,3314,1426,0,0,9,13174,-800,-1429,-1273,-0.04
2020-01-01 08:00:00,11554,216,3385,1956,0,0,9,13488,-800,-1729,-1273,0.0
2020-01-01 09:00:00,11554,216,3366,2205,0,0,9,13837,-800,-1621,-1273,0.0
2020-01-01 10:00:00,11554,216,3410,1818,0,0,9,14121,-800,-1100,-1273,0.0
2020-01-01 11:00:00,11554,216,3372,2121,0,0,9,14372,-800,-1100,-1273,0.0
2020-01-01 12:00:00,11554,216,3373,2315,0,0,9,14560,-800,-1100,-1273,2.92
2020-01-01 13:00:00,11604,216,3305,2186,0,0,9,14639,-800,-1100,-1273,1.8
2020-01-01 14:00:00,11554,216,3327,2490,0,0,9,14902,-800,-1100,-1180,0.0
2020-01-01 15:00:00,11604,216,3639,2416,0,0,9,15392,-800,-1100,-482,0.0
2020-01-01 16:00:00,11604,216,4011,2539,0,0,9,16007,-800,-1100,-176,1.39
2020-01-01 17:00:00,11604,216,4520,2503,0,0,9,16838,-800,-1100,-176,5.44
2020-01-01 18:00:00,11604,216,4273,2650,0,0,9,16694,-800,-1291,-176,1.72
2020-01-01 19:00:00,11604,216,3608,2940,0,0,9,16232,-800,-1300,-176,0.0
2020-01-01 20:00:00,11604,220,3504,3215,0,0,9,15901,-800,-1300,-503,0.0
2020-01-01 21:00:00,11604,216,3441,3451,0,0,9,15386,-800,-1401,-1076,0.0
2020-01-01 22:00:00,11604,216,3326,3189,0,0,9,14602,-900,-1401,-1273,0.0
2020-01-01 23:00:00,11604,216,3123,2246,0,0,9,13828,-900,-1155,-1273,0.0
2020-01-02 00:00:00,11604,216,3107,1877,0,0,9,13237,-900,-1339,-1273,-0.04
2020-01-02 01:00:00,11604,216,3104,1639,0,0,9,12873,-900,-1444,-1273,-0.12
2020-01-02 02:00:00,11604,216,3105,1387,0,0,9,12612,-900,-1450,-1273,-2.86
2020-01-02 03:00:00,11604,216,3095,1037,0,0,9,12521,-900,-1349,-1273,-3.0
2020-01-02 04:00:00,11604,216,3180,1272,0,0,9,12587,-900,-1400,-1273,-0.1
2020-01-02 05:00:00,11604,216,3382,2114,0,0,9,12943,-900,-1450,-1273,-0.03
2020-01-02 06:00:00,11604,216,3369,2832,0,0,9,13998,-900,-1400,-1273,0.0
2020-01-02 07:00:00,11604,216,3784,3394,0,0,9,15162,-900,-1621,-1178,1.73
2020-01-02 08:00:00,11604,254,3841,3330,0,0,9,15679,-900,-1750,-1078,0.0
2020-01-02 09:00:00,11604,254,3864,3479,0,0,9,15765,-900,-1750,-1078,0.39
2020-01-02 10:00:00,11604,275,3886,3564,0,0,9,15829,-900,-1750,-1083,0.0
2020-01-02 11:00:00,11604,275,3807,3209,0,0,9,15705,-900,-1400,-1273,0.0
2020-01-02 12:00:00,11604,254,3660,2512,0,0,9,15544,-900,-850,-1273,0.0
2020-01-02 13:00:00,11604,254,3655,2819,0,82,9,15796,-900,-932,-1273,0.0
2020-01-02 14:00:00,11604,254,3683,3150,0,82,9,16020,-900,-932,-1273,0.0
2020-01-02 15:00:00,11604,254,3695,3434,0,50,9,16150,-900,-900,-1273,0.0
2020-01-02 16:00:00,11604,254,3827,3558,0,50,9,16769,-900,-900,-559,0.0
2020-01-02 17:00:00,11604,254,4058,3489,0,50,9,17420,-900,-650,-654,0.0
2020-01-02 18:00:00,11604,220,3953,3534,0,132,9,17341,-900,-732,-675,1.6
2020-01-02 19:00:00,11604,216,3842,3604,0,107,9,17232,-900,-707,-735,2.67
2020-01-02 20:00:00,11604,216,3611,3413,0,107,9,16952,-900,-707,-607,0.0
2020-01-02 21:00:00,11604,216,3573,3231,0,50,9,16258,-900,-650,-920,0.0
2020-01-02 22:00:00,11604,216,3476,3020,0,50,9,15421,-900,-850,-1273,0.0
2020-01-02 23:00:00,11604,216,3116,2477,0,0,9,14478,-900,-800,-1273,0.0
2020-01-03 00:00:00,11604,216,3021,1629,0,0,9,13519,-900,-800,-1273,-0.04
2020-01-03 01:00:00,11604,216,3017,1163,0,0,48,12956,-900,-927,-1312,-0.01
2020-01-03 02:00:00,11604,216,3118,956,0,0,48,12784,-900,-1000,-1312,0.0
2020-01-03 03:00:00,11604,256,3115,1116,0,0,9,12628,-900,-1000,-1273,-0.04
2020-01-03 04:00:00,11604,276,3198,1297,0,0,9,12632,-900,-1337,-1273,0.0
2020-01-03 05:00:00,11644,301,3383,1624,0,0,9,12906,-900,-1362,-1055,4.3
2020-01-03 06:00:00,11644,321,3862,1437,0,0,9,14038,-900,-1304,-299,3.18
2020-01-03 07:00:00,12129,376,4248,936,0,0,9,15265,-900,-1186,-178,10.17
2020-01-03 08:00:00,11629,444,4410,936,0,0,9,15660,-830,-865,-178,14.37
2020-01-03 09:00:00,11644,464,4187,929,0,0,9,15929,-773,-492,-178,22.13
2020-01-03 10:00:00,11664,660,4530,784,0,0,9,16139,-874,-642,-178,86.16
2020-01-03 11:00:00,11644,891,4539,441,0,60,9,16205,-892,-525,-178,30.77
2020-01-03 12:00:00,11644,977,4605,375,0,75,330,16385,-900,-770,-178,21.43
2020-01-03 13:00:00,11644,969,4714,281,0,175,136,16573,-900,-725,-176,19.76
2020-01-03 14:00:00,11669,939,4708,478,0,60,57,16562,-900,-598,-176,21.42
2020-01-03 15:00:00,11669,1025,4933,416,0,60,57,16647,-900,-720,-176,19.51
2020-01-03 16:00:00,11669,1327,5146,422,0,25,57,17040,-900,-726,-176,19.66
2020-01-03 17:00:00,11689,1357,5569,390,0,0,329,17514,-900,-945,-176,20.18
2020-01-03 18:00:00,11714,1335,5558,389,0,0,329,17367,-900,-981,-178,18.76
2020-01-03 19:00:00,11714,1319,5280,337,0,0,320,17048,-900,-1073,-178,20.15
2020-01-03 20:00:00,11714,972,4938,337,0,0,330,16605,-1131,-612,-178,19.73
2020-01-03 21:00:00,11714,796,4932,382,0,0,295,16271,-1214,-577,-178,17.04
2020-01-03 22:00:00,11724,422,4630,419,0,0,48,15437,-1064,-480,-178,15.73
2020-01-03 23:00:00,11904,402,3565,430,0,0,239,14429,-1263,-510,-178,13.71
2020-01-04 00:00:00,11784,276,3683,507,0,0,48,13826,-1383,-860,-176,16.93
2020-01-04 01:00:00,11794,264,3621,429,0,0,9,13255,-1450,-1003,-176,15.17
2020-01-04 02:00:00,11824,216,3231,397,0,0,9,12950,-1450,-835,-176,14.36
2020-01-04 03:00:00,11844,216,3297,408,0,0,9,12838,-1450,-1110,-176,14.38
2020-01-04 04:00:00,11854,216,3309,395,0,0,9,12846,-1450,-1110,-178,14.49
2020-01-04 05:00:00,11904,352,3509,358,0,0,9,13022,-1342,-1360,-176,24.84
2020-01-04 06:00:00,11904,352,3846,324,0,0,68,13524,-1238,-1080,-176,16.96
2020-01-04 07:00:00,11894,352,4295,421,0,0,48,14377,-1116,-930,-176,16.73
2020-01-04 08:00:00,11884,352,4509,532,0,0,324,15281,-1053,-1021,-176,15.41
2020-01-04 09:00:00,11884,276,4812,560,0,0,243,15932,-1182,-799,-176,19.95
2020-01-04 10:00:00,11884,352,5027,588,0,0,160,16142,-1204,-836,-176,22.0
2020-01-04 11:00:00,11884,356,4765,625,0,0,1130,16193,-1450,-1144,-176,16.98
2020-01-04 12:00:00,11884,352,4741,777,0,0,1059,16155,-1450,-1259,-176,20.61
2020-01-04 13:00:00,11884,367,4667,987,0,0,389,16098,-1248,-1034,-176,20.89
2020-01-04 14:00:00,11884,241,4291,1140,0,0,1212,16164,-1248,-1136,-178,13.33
2020-01-04 15:00:00,11884,381,4071,1309,0,0,1306,16281,-1247,-1222,-178,13.33
2020-01-04 16:00:00,11884,396,4724,1606,0,0,1314,16839,-1450,-1215,-178,4.8
2020-01-04 17:00:00,11884,532,5172,1763,0,0,848,17593,-1408,-1234,-178,13.35
2020-01-04 18:00:00,11884,532,5102,2014,0,0,691,17343,-1450,-1373,-178,9.6
2020-01-04 19:00:00,11884,532,4942,2061,0,0,235,16874,-1450,-1214,-178,13.36
2020-01-04 20:00:00,11884,352,4531,2061,0,0,258,16259,-1450,-1192,-178,18.69
2020-01-04 21:00:00,11884,237,4261,2309,0,0,48,15767,-1450,-1209,-178,17.28
2020-01-04 22:00:00,11884,216,4006,2191,0,0,9,15295,-1450,-1134,-178,7.36
2020-01-04 23:00:00,11884,216,3170,2353,0,0,9,14533,-1450,-1159,-225,0.47
2020-01-05 00:00:00,11884,216,3137,2289,0,0,9,13862,-1450,-1450,-468,0.0
2020-01-05 01:00:00,11884,216,3132,2364,0,0,9,13460,-1450,-1450,-927,0.0
2020-01-05 02:00:00,11884,216,3119,2257,0,0,9,13223,-1450,-1450,-976,0.0
2020-01-05 03:00:00,11884,216,3100,2032,0,0,9,12964,-1450,-1450,-1273,0.0
2020-01-05 04:00:00,11884,216,3123,2155,0,0,9,13024,-1450,-1450,-1125,2.13
2020-01-05 05:00:00,11884,216,3214,2039,0,0,9,13233,-1450,-1450,-1163,0.4
2020-01-05 06:00:00,11884,220,3476,1915,0,0,48,13682,-1450,-1450,-448,0.0
2020-01-05 07:00:00,11884,220,3503,1621,0,0,48,14348,-1450,-1113,-178,0.0
2020-01-05 08:00:00,11884,216,3913,1416,0,0,48,14905,-1450,-1036,-178,1.83
2020-01-05 09:00:00,11884,216,4250,1339,0,0,48,15292,-1450,-1041,-178,8.29
2020-01-05 10:00:00,11884,216,4347,1289,0,0,48,15414,-1450,-925,-178,5.86
2020-01-05 11:00:00,11884,216,4311,1344,0,0,9,15333,-1450,-1114,-178,10.94
2020-01-05 12:00:00,11884,260,4339,1363,0,0,9,15383,-1450,-1189,-178,1.41
2020-01-05 13:00:00,11884,296,4581,1497,0,0,9,15474,-1450,-1343,-210,8.12
2020-01-05 14:00:00,11884,411,4323,1724,0,0,9,15618,-1450,-1230,-210,10.86
2020-01-05 15:00:00,11791,687,4865,1892,0,0,34,15974,-1450,-1277,-208,3.17
2020-01-05 16:00:00,11884,717,5294,1879,0,0,342,17138,-1450,-1043,-176,3.66
2020-01-05 17:00:00,11884,857,5397,2200,0,0,355,18177,-1218,-1252,-176,20.07
2020-01-05 18:00:00,11884,707,5327,2477,0,0,509,18120,-1450,-1299,-176,13.62
2020-01-05 19:00:00,11884,662,5278,2592,0,0,438,17776,-1450,-1474,-178,10.87
2020-01-05 20:00:00,11884,402,4879,2732,0,0,48,16970,-1450,-1451,-178,12.08
2020-01-05 21:00:00,11884,402,4333,2895,0,0,48,16464,-1450,-1485,-178,12.74
2020-01-05 22:00:00,11884,402,3627,2958,0,0,48,15764,-1450,-1450,-178,6.78
2020-01-05 23:00:00,11884,402,3125,3077,0,0,9,14763,-1450,-1450,-790,3.61
2020-01-06 00:00:00,11884,216,3042,3090,0,0,9,14099,-1450,-1450,-1180,1.58
2020-01-06 01:00:00,11884,216,3043,2829,0,0,9,13727,-1450,-1450,-1273,0.0
2020-01-06 02:00:00,11884,216,3013,2781,0,0,9,13582,-1450,-1450,-1273,0.0
2020-01-06 03:00:00,11884,216,3014,2924,0,0,9,13598,-1450,-1450,-1273,0.0
2020-01-06 04:00:00,11884,216,3139,3035,0,0,9,13727,-1450,-1450,-1273,0.0
2020-01-06 05:00:00,11884,216,3207,3523,0,0,9,14378,-1450,-1450,-718,0.0
2020-01-06 06:00:00,11884,216,3521,3590,0,0,9,15529,-1450,-1275,-192,0.86
2020-01-06 07:00:00,11884,216,4135,3589,0,0,9,17029,-1450,-1439,-123,13.67
2020-01-06 08:00:00,11884,216,4482,3577,0,0,9,17605,-1450,-1392,-132,12.64
2020-01-06 09:00:00,11884,277,4551,3410,0,0,9,17563,-1450,-1342,-162,10.35
2020-01-06 10:00:00,11884,216,4203,3548,0,0,9,17274,-1450,-1513,-153,7.61
2020-01-06 11:00:00,11884,226,3857,3594,0,0,48,17153,-1450,-1319,-171,4.33
2020-01-06 12:00:00,11884,226,4088,3429,0,0,48,17154,-1450,-1291,-171,0.0
2020-01-06 13:00:00,11884,216,4381,3124,0,0,48,17235,-1450,-1304,-171,0.0
2020-01-06 14:00:00,11884,216,4178,3235,0,0,48,16966,-1450,-1422,-153,0.0
2020-01-06 15:00:00,11884,220,4789,3268,0,0,48,16937,-1450,-1385,-245,0.0
2020-01-06 16:00:00,11884,216,5098,3759,0,0,48,17737,-1450,-1249,-295,6.32
2020-01-06 17:00:00,11884,246,5662,3737,0,0,48,18799,-1450,-1545,-295,12.63
2020-01-06 18:00:00,11884,248,5689,3696,0,0,48,18759,-1450,-1621,-267,5.35
2020-01-06 19:00:00,12054,265,5648,3475,0,0,48,18609,-1450,-1598,-267,5.86
2020-01-06 20:00:00,11919,216,4679,3185,79,0,48,18243,-684,-1292,-255,0.79
2020-01-06 21:00:00,11919,216,4379,3174,0,0,48,17608,-971,-1254,-251,0.82
2020-01-06 22:00:00,11919,216,3537,2960,0,0,48,16425,-898,-1232,-290,0.0
2020-01-06 23:00:00,11934,216,3193,2715,0,0,48,15183,-821,-1450,-745,0.0
2020-01-07 00:00:00,11974,216,3098,2450,0,0,48,14519,-1132,-1450,-510,0.0
2020-01-07 01:00:00,12019,216,3026,2068,0,0,48,14196,-1234,-1450,-320,0.0
2020-01-07 02:00:00,12019,216,3027,1650,0,0,48,14055,-1278,-1262,-386,1.85
2020-01-07 03:00:00,12019,216,3086,1387,0,0,48,14057,-1250,-1058,-296,4.76
2020-01-07 04:00:00,12049,216,3513,1173,0,0,48,14230,-1280,-999,-102,5.22
2020-01-07 05:00:00,12049,351,4308,1078,0,0,116,14904,-1364,-1036,-100,10.14
2020-01-07 06:00:00,12049,351,4972,1006,0,0,1072,15957,-1386,-1278,-153,10.27
2020-01-07 07:00:00,12049,351,5276,1056,0,0,636,17318,-1303,-880,-124,44.49
2020-01-07 08:00:00,12049,351,5236,1153,0,0,831,17709,-1246,-930,-101,19.16
2020-01-07 09:00:00,12049,276,5135,1195,0,0,783,17738,-1291,-925,-71,14.35
2020-01-07 10:00:00,12049,316,4732,1275,0,0,624,17506,-1286,-932,-71,16.47
2020-01-07 11:00:00,12049,356,4705,1461,0,0,696,17392,-1450,-1157,-71,18.93
2020-01-07 12:00:00,12049,458,4603,1459,0,0,516,17299,-1450,-1038,-103,12.87
2020-01-07 13:00:00,12049,471,4630,1450,0,0,214,17274,-1450,-728,-103,1.57
2020-01-07 14:00:00,12049,567,4130,1635,0,0,198,17030,-1450,-847,-103,5.33
2020-01-07 15:00:00,12049,582,4976,1802,0,0,198,17132,-1450,-1211,-105,0.0
2020-01-07 16:00:00,12049,596,5343,2036,0,0,643,17847,-1450,-1318,-126,0.0
2020-01-07 17:00:00,12044,647,5559,2258,0,0,226,18790,-1227,-1292,-73,5.86
2020-01-07 18:00:00,12044,586,5772,2595,0,0,475,18727,-1450,-1495,-126,3.44
2020-01-07 19:00:00,12044,402,5399,3069,0,0,226,18420,-1450,-1486,-126,7.28
2020-01-07 20:00:00,12044,402,4444,3223,0,0,226,17757,-1450,-1408,-103,3.27
2020-01-07 21:00:00,12044,402,4170,3103,0,0,226,17018,-1450,-1666,-73,5.04
2020-01-07 22:00:00,12044,216,3599,3168,0,0,48,15983,-1450,-1450,-163,3.03
2020-01-07 23:00:00,12064,216,3254,2608,0,0,48,14911,-1450,-1368,-746,2.05
2020-01-08 00:00:00,12064,216,3065,2971,0,0,48,14522,-1450,-1371,-1174,0.0
2020-01-08 01:00:00,12064,216,3120,2847,0,0,48,14190,-1450,-1450,-1074,0.0
2020-01-08 02:00:00,12084,216,3084,2622,0,0,48,13950,-1450,-1450,-1118,0.0
2020-01-08 03:00:00,12084,216,3096,2730,0,0,48,13890,-1450,-1450,-1258,0.0
2020-01-08 04:00:00,12109,216,3193,3059,0,0,48,13982,-1450,-1450,-1238,0.0
2020-01-08 05:00:00,12109,216,3378,3355,0,0,9,14689,-1450,-1400,-929,0.0
2020-01-08 06:00:00,12124,216,3779,3433,0,0,9,15933,-1450,-1400,-234,0.87
2020-01-08 07:00:00,12124,216,4036,3479,0,0,9,17307,-1450,-1560,-64,15.22
2020-01-08 08:00:00,12124,216,3887,3499,0,0,9,17664,-1450,-1258,-94,13.34
2020-01-08 09:00:00,12124,220,3956,3503,0,0,9,17666,-1450,-1391,-94,4.24
2020-01-08 10:00:00,12124,256,3889,3548,0,0,9,17660,-1450,-1528,-116,2.6
2020-01-08 11:00:00,12124,296,3843,3385,0,0,9,17534,-1450,-1474,-113,1.37
2020-01-08 12:00:00,12124,426,3908,3420,0,0,9,17516,-1200,-1439,-595,0.0
2020-01-08 13:00:00,12124,566,3888,3342,0,0,9,17640,-1200,-1484,-590,0.0
2020-01-08 14:00:00,12124,830,3879,2438,51,0,9,17559,-1159,-1025,-630,0.0
2020-01-08 15:00:00,12129,848,4284,2830,0,0,9,17824,-980,-1226,-630,0.0
2020-01-08 16:00:00,12129,848,4504,3130,45,0,48,18521,-887,-1276,-445,2.85
2020-01-08 17:00:00,12129,848,5446,2741,45,0,9,19599,-1075,-1121,-65,16.92
2020-01-08 18:00:00,12129,848,5893,2452,45,0,9,19662,-1040,-1106,-65,25.84
2020-01-08 19:00:00,12129,848,6008,1965,0,0,173,19542,-1060,-1026,-65,41.25
2020-01-08 20:00:00,12129,728,5779,1535,0,0,646,19349,-995,-931,-65,26.48
2020-01-08 21:00:00,12129,608,5602,750,0,0,881,18645,-1027,-710,-65,16.71
2020-01-08 22:00:00,12129,216,5265,553,0,0,540,17679,-793,-560,-65,20.82
2020-01-08 23:00:00,12129,216,4946,397,35,0,48,16657,-743,-616,-65,13.43
2020-01-09 00:00:00,12129,276,4616,345,0,0,198,15802,-1429,-582,-66,14.49
2020-01-09 01:00:00,12129,216,4439,413,0,0,48,15342,-1249,-764,-66,13.45
2020-01-09 02:00:00,12129,216,4327,533,0,0,48,15096,-1354,-913,-66,13.82
2020-01-09 03:00:00,12129,216,4436,586,0,0,48,15061,-1404,-970,-66,14.01
2020-01-09 04:00:00,12129,250,4687,664,0,0,48,15400,-1450,-968,-287,14.38
2020-01-09 05:00:00,12129,276,4788,977,0,0,603,15950,-1450,-931,-285,5.71
2020-01-09 06:00:00,12129,351,4864,1346,0,0,1229,17200,-1351,-1047,-285,0.0
2020-01-09 07:00:00,12129,261,4932,1806,0,0,983,18750,-1058,-879,-285,0.82
2020-01-09 08:00:00,12129,242,5032,2410,0,0,970,18776,-1293,-1285,-285,1.92
2020-01-09 09:00:00,12129,216,4547,2985,0,0,836,18444,-1428,-1365,-287,0.0
2020-01-09 10:00:00,12129,216,4249,3162,0,0,380,18170,-1206,-1311,-287,0.0
2020-01-09 11:00:00,12129,216,4275,3365,50,0,364,17947,-1500,-1461,-287,0.0
2020-01-09 12:00:00,12129,216,4032,3420,50,0,445,17808,-1500,-1526,-287,0.0
2020-01-09 13:00:00,12129,216,3945,3465,50,0,403,17771,-1500,-1539,-287,11.53
2020-01-09 14:00:00,12129,276,4587,3436,0,0,209,17992,-1450,-1745,-287,56.27
2020-01-09 15:00:00,12129,274,4650,3494,0,0,148,18150,-1429,-1750,-336,13.74
2020-01-09 16:00:00,12129,216,5083,3443,0,0,375,18739,-1325,-1700,-336,9.06
2020-01-09 17:00:00,12129,226,5131,3505,0,0,913,19448,-1302,-1300,-356,49.95
2020-01-09 18:00:00,12129,216,5208,3607,0,0,696,19586,-1427,-1072,-364,20.38
2020-01-09 19:00:00,12129,216,5211,3798,0,0,358,19352,-1362,-1046,-364,29.51
2020-01-09 20:00:00,12129,216,4781,3845,0,0,109,18936,-1400,-833,-373,13.16
2020-01-09 21:00:00,12129,216,3912,3861,0,0,9,18169,-1450,-685,-285,5.27
2020-01-09 22:00:00,11609,216,3476,3980,0,0,48,17131,-1450,-787,-285,1.94
2020-01-09 23:00:00,11609,216,3074,4049,0,0,48,15998,-1450,-1145,-340,0.0
2020-01-10 00:00:00,11609,216,2957,2964,0,0,48,14821,-1450,-1266,-561,0.0
2020-01-10 01:00:00,11609,216,2956,2680,0,0,48,14263,-1450,-1276,-561,0.0
2020-01-10 02:00:00,11609,216,2840,2329,0,0,48,13854,-1450,-1386,-561,0.0
2020-01-10 03:00:00,11609,216,2841,2074,0,0,48,13628,-1450,-1450,-560,0.0
2020-01-10 04:00:00,11609,216,2863,2271,0,0,48,13813,-1450,-1450,-560,0.0
2020-01-10 05:00:00,11609,216,3024,3236,0,0,48,14376,-1450,-1450,-560,0.0
2020-01-10 06:00:00,11609,216,3457,3906,0,0,48,15446,-1450,-1400,-415,0.97
2020-01-10 07:00:00,11609,216,3783,3793,0,0,48,16711,-1450,-1099,-315,8.1
2020-01-10 08:00:00,11609,202,3703,3608,0,0,48,17177,-1450,-927,-281,10.27
2020-01-10 09:00:00,11609,220,3724,3522,0,0,48,17315,-1299,-1036,-542,3.8
2020-01-10 10:00:00,11609,220,3838,3531,0,0,48,17469,-1153,-1102,-512,12.14
2020-01-10 11:00:00,11609,230,3834,3414,0,0,48,17578,-1185,-1024,-526,11.51
2020-01-10 12:00:00,11609,358,3844,3119,0,0,48,17448,-1176,-1128,-302,3.73
2020-01-10 13:00:00,11609,358,3875,2865,0,0,48,17518,-1212,-1101,-201,6.64
2020-01-10 14:00:00,11609,359,3877,2596,0,0,48,17429,-1188,-807,-63,8.47
2020-01-10 15:00:00,11609,431,4737,2114,0,0,48,17457,-1142,-782,-116,20.03
2020-01-10 16:00:00,11609,431,5520,1686,0,0,48,17719,-1152,-760,-114,53.08
2020-01-10 17:00:00,11609,481,5691,1435,0,0,1026,18253,-1166,-1085,-114,22.86
2020-01-10 18:00:00,11609,456,5801,1259,0,0,1066,18264,-1046,-943,-114,11.47
2020-01-10 19:00:00,11609,481,5714,1211,0,0,319,17862,-871,-631,-61,6.04
2020-01-10 20:00:00,11609,431,5015,1166,0,0,48,17109,-675,-581,-61,10.93
2020-01-10 21:00:00,11609,216,5054,1280,0,0,154,16523,-984,-829,-63,14.25
2020-01-10 22:00:00,11609,266,4427,1463,0,0,140,15746,-1119,-910,-138,41.22
2020-01-10 23:00:00,11609,174,3301,1652,0,0,48,14701,-1075,-753,-138,3.17
2020-01-11 00:00:00,11624,174,3086,1533,0,0,9,13831,-1334,-1074,-72,0.0
2020-01-11 01:00:00,11624,174,3069,1783,0,0,9,13315,-1344,-1319,-465,0.0
2020-01-11 02:00:00,11614,174,3016,2069,0,0,9,12914,-1392,-1450,-872,0.0
2020-01-11 03:00:00,11614,174,3017,2273,0,0,9,12688,-1450,-1450,-1273,0.0
2020-01-11 04:00:00,11614,192,3206,2216,0,0,9,12789,-1450,-1429,-1273,0.0
2020-01-11 05:00:00,11614,192,3167,2267,0,0,9,12988,-1450,-1344,-1273,0.0
2020-01-11 06:00:00,11614,202,3264,2710,0,0,9,13450,-1450,-1082,-1273,0.0
2020-01-11 07:00:00,11614,202,3712,2525,0,0,9,14406,-1450,-744,-1273,0.0
2020-01-11 08:00:00,11614,202,3730,2859,0,0,9,15227,-1450,-752,-1273,0.0
2020-01-11 09:00:00,11614,202,3682,3136,0,0,9,15703,-1450,-661,-1273,9.63
2020-01-11 10:00:00,11614,202,3680,2604,0,0,9,15913,-1450,-723,-586,7.25
2020-01-11 11:00:00,11614,202,3639,2967,0,0,9,16334,-1450,-670,-583,13.57
2020-01-11 12:00:00,11614,202,3661,2889,0,0,9,16644,-1450,-581,-340,15.7
2020-01-11 13:00:00,11614,202,3884,2463,0,0,9,17034,-1346,-445,-88,17.8
2020-01-11 14:00:00,11614,226,4244,2041,0,0,9,17255,-1050,-442,-88,13.4
2020-01-11 15:00:00,11614,226,4895,1859,0,0,9,17378,-1221,-420,-88,5.71
2020-01-11 16:00:00,11614,241,4565,2050,0,5,747,17570,-1230,-465,-83,2.8
2020-01-11 17:00:00,11614,241,5140,2092,0,5,644,18236,-1392,-453,-132,5.25
2020-01-11 18:00:00,11614,241,5086,2330,0,0,300,17881,-1450,-669,-132,9.74
2020-01-11 19:00:00,11614,241,4985,2273,0,0,329,17289,-1407,-989,-83,13.34
2020-01-11 20:00:00,11614,241,4529,2248,0,0,48,16656,-1450,-615,-86,13.36
2020-01-11 21:00:00,11614,241,3970,2211,0,0,48,16201,-1450,-651,-117,13.86
2020-01-11 22:00:00,11614,241,3681,2022,0,0,48,15608,-1450,-601,-135,6.19
2020-01-11 23:00:00,11614,241,3530,1821,0,0,48,14726,-1450,-754,-462,1.42
2020-01-12 00:00:00,11614,241,3431,1718,0,0,9,14016,-1450,-1392,-298,0.0
2020-01-12 01:00:00,11614,241,3464,1589,0,0,48,13740,-1450,-1337,-617,0.0
2020-01-12 02:00:00,11614,241,3345,1982,0,0,48,13511,-1450,-1442,-1085,0.46
2020-01-12 03:00:00,11614,241,3384,1568,0,0,48,13372,-1450,-1232,-1085,0.0
2020-01-12 04:00:00,11614,241,3369,1537,0,0,48,13450,-1450,-1267,-1085,0.0
2020-01-12 05:00:00,11614,224,3490,2188,0,0,48,13760,-1450,-1367,-1085,0.89
2020-01-12 06:00:00,11614,268,3714,2291,0,0,48,14165,-1450,-1202,-1079,5.75
2020-01-12 07:00:00,11614,224,4418,1783,0,0,48,14696,-1450,-1040,-1085,0.0
2020-01-12 08:00:00,11614,224,4340,1650,0,0,48,15358,-1449,-655,-886,1.86
2020-01-12 09:00:00,11614,224,4394,1642,0,0,48,16065,-1450,-888,-86,20.92
2020-01-12 10:00:00,11614,224,4554,1559,0,0,63,16484,-1450,-745,-86,109.98
2020-01-12 11:00:00,11614,364,4845,887,0,0,446,16961,-1450,-425,-86,46.56
2020-01-12 12:00:00,11614,268,4579,801,0,0,790,17011,-1263,-419,-86,24.6
2020-01-12 13:00:00,11614,392,4650,635,0,0,532,16982,-1066,-511,-83,29.8
2020-01-12 14:00:00,11521,582,4767,363,0,0,379,16882,-965,-451,-83,25.28
2020-01-12 15:00:00,11614,610,4972,283,0,0,532,17114,-719,-268,-83,4.33
2020-01-12 16:00:00,11614,1048,4822,194,0,0,1032,17916,-733,-401,-83,13.28
2020-01-12 17:00:00,11614,1121,5281,186,0,0,1032,18850,-570,-275,-86,20.77
2020-01-12 18:00:00,11614,1121,5494,177,0,0,828,18701,-574,-326,-86,19.36
2020-01-12 19:00:00,11614,978,5214,218,0,0,1232,18364,-574,-587,-86,20.79
2020-01-12 20:00:00,11614,991,5124,280,0,0,1408,17874,-924,-741,-86,17.37
2020-01-12 21:00:00,11614,801,4839,348,0,0,1171,17245,-943,-716,-86,15.25
2020-01-12 22:00:00,11614,472,4372,430,0,0,1230,16508,-1095,-565,-83,13.8
2020-01-12 23:00:00,11614,348,4066,534,0,0,886,15716,-1219,-499,-83,12.99
2020-01-13 00:00:00,11614,331,3987,554,0,0,486,15067,-1263,-410,-86,8.44
2020-01-13 01:00:00,11614,384,3605,633,0,0,48,14661,-1082,-410,-86,10.82
2020-01-13 02:00:00,11614,414,3560,675,0,0,48,14345,-1331,-470,-86,16.96
2020-01-13 03:00:00,11614,599,3661,670,0,0,9,14329,-1319,-758,-86,16.15
