ont_ene,ont_10s,ont_10n,ont_30r
68.19,0.15,0.15,0.15
58.11,0.15,0.15,0.15
68.16,0.15,0.15,0.15
58.09,0.15,0.15,0.15
58.09,0.15,0.15,0.15
58.09,0.15,0.15,0.15
58.09,0.15,0.15,0.15
58.09,0.15,0.15,0.15
55.56,0.15,0.15,0.15
58.09,0.15,0.15,0.15
69.23,0.15,0.15,0.15
68.16,0.15,0.15,0.15
