ont_ene,ont_10s,ont_10n,ont_30r
13.33,133.56,30.1,4.99
13.33,133.56,30.1,30
13.37,133.56,30.1,30
13.36,133.56,30.1,30
13.38,133.56,30.1,30
18.18,138.35,30.1,30
13.38,133.56,30.1,30
13.38,133.56,30.1,30
18.18,138.35,30.1,30
13.39,133.56,30.1,30
20.09,140.26,30.1,30
53.9,63.11,30.1,4.99
