ont_ene,ont_10s,ont_10n,ont_30r
75.23,0.96,0.19,0.19
75.41,0.81,0.27,0.27
75.24,0.96,0.27,0.27
75.24,0.96,0.27,0.27
75.09,1.4,0.27,0.27
68.18,1.4,0.27,0.27
68.15,1.4,0.27,0.27
14.4,1.45,0.27,0.27
14.39,1.45,0.27,0.27
14.37,1.45,0.27,0.27
14.36,1.45,0.27,0.27
14.34,1.45,0.27,0.27
