ont_ene,ont_10s,ont_10n,ont_30r
83.96,4.99,0.75,0.75
83.96,4.99,0.75,0.75
83.96,4.99,0.75,0.75
83.96,4.99,0.75,0.75
83.96,4.99,0.75,0.75
83.96,4.99,0.75,0.75
83.96,4.99,0.75,0.75
83.96,4.99,0.75,0.75
83.96,4.99,0.75,0.75
83.96,4.99,0.75,0.75
83.96,4.99,0.75,0.75
83.96,4.99,0.75,0.75
