ont_ene,ont_10s,ont_10n,ont_30r
81.37,1.31,0.16,0.16
79.93,1.31,0.16,0.1
79.85,1.31,0.16,0.1
79.57,1.31,0.16,0.1
79.57,1.31,0.16,0.1
79.54,1.31,0.16,0.1
77.58,1.32,0.27,0.27
77.81,9.53,0.5,0.5
77.47,9.73,0.16,0.16
77.27,9.84,0.16,0.1
77.23,9.86,0.16,0.16
77.17,9.9,0.27,0.27
