ont_ene,ont_10s,ont_10n,ont_30r
72.36,1.32,0.16,0.16
76.16,0.44,0.27,0.27
76.21,0.31,0.19,0.19
76.22,0.26,0.16,0.16
75.86,1.31,0.75,0.75
75.86,1.31,0.75,0.75
75.85,1.31,0.75,0.75
75.85,1.31,0.75,0.75
75.86,1.31,0.75,0.75
72.28,1.32,0.75,0.75
72.28,1.32,0.75,0.75
72.27,1.32,0.75,0.75
