ont_ene,ont_10s,ont_10n,ont_30r
79.54,1.64,1.64,1.64
79.6,1.64,1.64,1.64
79.72,1.64,1.64,1.64
79.81,1.64,1.64,1.64
79.81,1.64,1.64,1.64
80.17,1.64,1.64,1.64
80.49,1.64,1.64,1.64
83.91,1.63,1.63,1.63
83.51,1.63,1.63,1.63
83.91,1.63,1.63,1.63
95,2,2,2
86.07,1.63,1.63,1.63
