ont_ene,ont_10s,ont_10n,ont_30r
74.83,0.15,0.15,0.1
76.7,0.15,0.15,0.1
76.71,0.15,0.15,0.1
77.04,0.15,0.15,0.1
77.04,0.15,0.15,0.1
77.14,0.15,0.15,0.1
77.18,0.15,0.15,0.1
77.24,0.15,0.15,0.14
77.25,0.16,0.16,0.15
79.27,1.38,0.27,0.27
79.57,1.38,0.22,0.22
79.57,1.38,0.22,0.22
