ont_ene,ont_10s,ont_10n,ont_30r
72.61,1.6,1.6,0.01
79.8,1.6,1.6,0.01
79.81,1.6,1.6,0.01
79.85,1.6,1.6,0.01
81.79,1.67,1.67,0.01
83.9,1.66,1.66,0.01
82.26,1.67,1.67,0.01
83.91,1.66,1.66,0.01
83.91,1.66,1.66,0.01
86.06,1.66,1.66,0.01
86.07,1.66,1.66,0.01
79.81,1.6,1.6,0.01
