ont_ene,ont_10s,ont_10n,ont_30r
14.4,1.41,1.41,1.41
62.48,1.37,1.37,1.37
62.54,1.36,1.36,1.36
62.54,1.36,1.36,1.36
62.78,0.88,0.88,0.88
84.72,0.75,0.75,0.75
85.09,0.27,0.27,0.1
85.09,0.75,0.37,0.1
85.09,0.75,0.37,0.1
85.23,0.75,0.37,0.1
86.58,0.74,0.37,0.37
86.66,0.74,0.37,0.1
