ont_ene,ont_10s,ont_10n,ont_30r
100.86,1.56,1.56,1.56
100.86,1.56,1.56,1.56
142.03,30,30,30
142.03,30,30,30
138.98,30,30,30
142.13,30.1,30.1,30
142.13,30.1,30.1,30
143.33,30.1,30.1,30
144.07,30.1,30.1,30
149.69,30.1,30.1,30
151.3,30.1,30.1,30
149.69,30.1,30.1,30
