ont_ene,ont_10s,ont_10n,ont_30r
91.21,17,17,0.1
112.07,30.1,30.1,0.1
91.21,17,17,0.1
112.07,30.1,30.1,0.1
112.08,30.1,30.1,0.1
112.08,30.1,30.1,0.1
112.07,30.1,30.1,0.1
112.08,30.1,30.1,0.1
111.35,30.1,30.1,0.1
108.35,30.1,30.1,0.1
90.25,17,17,0.1
86.25,17,17,0.1
