ont_ene,ont_10s,ont_10n,ont_30r
88.1,11.51,11.51,0.1
88.1,11.51,11.51,0.1
88.1,11.51,11.51,0.1
88.1,11.51,11.51,0.1
88.1,11.51,11.51,0.1
91.41,14.06,14.06,0.1
100.86,23.51,23.51,0.1
100.86,23.51,23.51,0.1
92.24,14.89,14.89,0.1
92.8,15.45,15.45,0.1
95.2,17.85,17.85,0.1
84.94,10.13,10.13,0.1
