ont_ene,ont_10s,ont_10n,ont_30r
14.36,1.41,0.15,0.15
14.35,1.41,0.15,0.15
14.34,1.41,0.15,0.15
14.33,1.41,0.15,0.15
14.32,1.41,0.15,0.15
14.32,1.41,0.15,0.15
6.18,1.4,0.15,0.15
6.04,1.4,0.15,0.15
6.04,1.4,0.15,0.15
5.98,1.4,0.15,0.15
5.88,1.4,0.15,0.15
5.88,1.4,0.15,0.15
