ont_ene,ont_10s,ont_10n,ont_30r
14.39,1.37,0.75,0.75
75.05,1.32,0.75,0.75
81.9,1.32,0.37,0.37
81.78,1.32,0.75,0.75
81.98,1.32,0.27,0.27
81.99,1.25,0.27,0.27
82.31,1.25,0.27,0.27
82.76,1.25,0.37,0.37
82.32,1.25,0.27,0.27
82.33,1.25,0.27,0.27
82.75,1.25,0.37,0.37
83.59,1.29,0.27,0.27
