ont_ene,ont_10s,ont_10n,ont_30r
14.39,0.16,0.16,0.16
15.68,1.28,0.19,0.19
14.38,0.16,0.16,0.16
14.38,0.16,0.16,0.16
14.38,0.16,0.16,0.16
14.38,0.16,0.16,0.16
14.39,0.16,0.16,0.16
14.56,0.17,0.17,0.17
15.72,1.33,0.19,0.19
67.46,1.34,0.17,0.17
67.46,1.34,0.16,0.16
67.46,1.34,0.16,0.16
