ont_ene,ont_10s,ont_10n,ont_30r
13.31,1.19,0.15,0.15
13.38,1.46,0.15,0.15
13.37,1.46,0.15,0.15
13.37,1.46,0.15,0.15
13.38,1.46,0.15,0.15
13.37,1.46,0.15,0.15
13.36,1.46,0.15,0.15
13.36,1.46,0.15,0.15
13.37,1.46,0.15,0.15
13.36,1.46,0.15,0.15
13.37,1.46,0.15,0.15
13.38,1.46,0.15,0.15
