ont_ene,ont_10s,ont_10n,ont_30r
88.18,4.09,4.09,4.09
87.82,3.73,3.73,3.73
87.68,3.59,3.59,3.59
88.17,4.08,4.08,4.08
88.18,4.1,4.1,4.1
88.17,4.08,4.08,4.08
88.17,4.08,4.08,4.08
88.17,4.09,4.09,4.09
88.17,4.08,4.08,4.08
88.54,4.45,4.45,4.45
88.54,4.45,4.45,4.45
88.18,4.09,4.09,4.09
