ont_ene,ont_10s,ont_10n,ont_30r
85.47,1.34,0.15,0.15
63.32,1.35,0.15,0.15
63.32,1.35,0.15,0.15
63.32,1.35,0.15,0.15
63.32,1.35,0.15,0.15
63.32,1.35,0.15,0.15
63.32,1.35,0.15,0.15
63.32,1.35,0.15,0.15
63.32,1.35,0.15,0.15
63.32,1.35,0.15,0.15
14.4,1.4,0.15,0.15
14.4,1.4,0.15,0.15
