ont_ene,ont_10s,ont_10n,ont_30r
91.44,13.14,13.14,1.22
91.42,13.12,13.12,1.2
91.42,13.12,13.12,1.2
91.42,13.12,13.12,1.2
88.79,10.49,10.49,0.75
83.78,5.77,5.77,0.75
83.78,5.77,5.77,0.75
82.61,4.6,4.6,0.75
82.61,4.6,4.6,0.75
79.95,2.11,2.11,0.75
78.59,3.37,3.37,0.75
77.92,2.7,2.7,0.75
