ont_ene,ont_10s,ont_10n,ont_30r
76.91,1.29,0.13,0.13
69.7,1.33,0.13,0.13
64,1.31,0.13,0.13
64,1.31,0.13,0.13
64.83,1.31,0.13,0.13
64,1.31,0.13,0.13
64,1.33,0.13,0.13
56.52,1.34,0.13,0.13
64,1.33,0.13,0.13
64,1.33,0.13,0.13
64,1.33,0.13,0.13
14.39,1.38,0.13,0.13
