ont_ene,ont_10s,ont_10n,ont_30r
58.44,5.99,5.99,5.99
63.7,5.99,5.99,5.99
75.26,5.99,3.48,3.48
69.92,5.99,5.99,5.99
69.92,5.99,5.99,5.99
75.26,5.99,3.48,3.48
74.43,5.99,4.87,4.87
74.43,5.99,4.87,4.87
75.26,5.99,3.48,3.48
75.26,5.99,3.47,3.47
75.26,5.99,3.48,3.48
74.43,5.99,4.87,4.87
