ont_ene,ont_10s,ont_10n,ont_30r
84.54,1.31,0.15,0.15
63.7,1.33,0.15,0.15
63.7,1.33,0.15,0.15
63.7,1.33,0.15,0.15
63.7,1.33,0.15,0.15
63.7,1.33,0.15,0.15
14.4,1.37,0.15,0.15
14.39,1.37,0.15,0.15
14.39,1.37,0.15,0.15
14.39,1.37,0.15,0.15
14.39,1.37,0.15,0.15
14.32,1.37,0.15,0.15
