ont_ene,ont_10s,ont_10n,ont_30r
14.35,0.27,0.27,0.27
54.86,0.27,0.27,0.27
54.95,0.18,0.18,0.18
54.95,0.17,0.17,0.17
54.91,0.18,0.18,0.18
54.95,0.18,0.18,0.18
54.95,0.18,0.18,0.18
55.5,0.16,0.16,0.16
55.51,0.15,0.15,0.15
57.28,0.15,0.15,0.15
57.29,0.15,0.15,0.1
75.69,0.15,0.15,0.15
