ont_ene,ont_10s,ont_10n,ont_30r
80.72,0.27,0.27,0.1
80.41,1.32,0.37,0.1
80.42,1.33,0.37,0.37
80.35,1.33,0.75,0.75
80.29,1.33,0.75,0.75
78.7,1.33,0.75,0.75
78.05,1.33,0.37,0.1
77.91,1.33,0.37,0.1
77.54,1.33,0.75,0.75
77.54,1.33,0.75,0.75
75.12,4.97,4.97,4.97
73.61,7.61,7.61,7.61
