ont_ene,ont_10s,ont_10n,ont_30r
83.91,1.32,0.11,0.11
76.99,1.33,0.13,0.13
76.03,1.33,0.11,0.11
76.99,1.33,0.13,0.13
107.45,1.32,0.13,0.13
107.45,1.32,0.13,0.13
83.32,1.34,0.13,0.13
110.16,1.32,0.13,0.13
107.45,1.32,0.13,0.13
83.91,1.34,0.13,0.13
83.91,1.34,0.13,0.13
81.02,1.34,0.13,0.13
