ont_ene,ont_10s,ont_10n,ont_30r
125.44,30.1,30.1,0.1
125.44,30.1,30.1,0.1
125.44,30.1,30.1,0.1
146.56,30.1,30.1,0.1
152.25,30.1,30.1,0.1
155.64,30.1,30.1,0.1
155.64,30.1,30.1,0.1
146.56,30.1,30.1,0.1
138.96,30.1,30.1,0.1
153.26,30.1,30.1,0.1
118.95,30.1,30.1,0.1
112.02,30.1,30.1,0.1
