ont_ene,ont_10s,ont_10n,ont_30r
14.32,1.39,0.15,0.15
14.33,1.39,0.15,0.15
14.34,1.39,0.15,0.15
14.33,1.39,0.15,0.15
14.34,1.39,0.15,0.15
14.36,1.39,0.15,0.15
14.38,1.39,0.15,0.15
14.4,1.39,0.15,0.15
14.4,1.39,0.15,0.15
16,1.39,0.15,0.15
72.27,1.34,0.15,0.15
99.2,7.12,0.16,0.16
