ont_ene,ont_10s,ont_10n,ont_30r
14.35,0.16,0.16,0.16
7.33,0.16,0.16,0.16
6.2,0.16,0.16,0.16
6.02,0.16,0.16,0.16
6.04,0.16,0.16,0.16
7.24,0.16,0.16,0.16
5.74,0.15,0.15,0.15
6,0.16,0.16,0.16
5.74,0.15,0.15,0.15
0,0.15,0.15,0.15
0,0.15,0.15,0.15
0,0.15,0.15,0.15
