ont_ene,ont_10s,ont_10n,ont_30r
143.33,1.33,0.15,0.15
75.54,1.38,0.15,0.15
67.67,1.39,0.12,0.12
55.41,1.4,0.12,0.12
55.41,1.4,0.12,0.12
55.41,1.4,0.12,0.12
55.41,1.4,0.12,0.12
55.41,1.4,0.12,0.12
55.41,1.4,0.12,0.12
55.41,1.4,0.12,0.12
55.41,1.4,0.12,0.12
39.94,1.41,0.12,0.12
