ont_ene,ont_10s,ont_10n,ont_30r
69.81,1.38,1.38,0.1
72,1.37,1.37,0.75
70.46,1.38,1.38,0.75
70.46,1.38,1.38,0.75
69.81,1.38,1.38,0.1
69.81,1.38,1.38,0.1
70.46,1.38,1.38,0.75
70.46,1.38,1.38,0.75
69.81,1.38,1.38,0.1
70.46,1.38,1.38,0.75
69.81,1.38,1.38,0.1
69.81,1.38,1.38,0.1
