ont_ene,ont_10s,ont_10n,ont_30r
87.1,1.05,0.12,0.12
79.32,1.07,0.12,0.12
83.19,1.06,0.12,0.12
86.99,1.06,0.15,0.15
86.99,1.06,0.15,0.15
84.13,1.06,0.15,0.15
83.19,1.06,0.12,0.12
83.08,1.06,0.12,0.12
83.08,1.06,0.12,0.12
83.19,1.06,0.12,0.12
76.2,1.07,0.12,0.12
69.92,1.09,0.15,0.15
