ont_ene,ont_10s,ont_10n,ont_30r
77.09,1.32,0.27,0.27
77.06,1.32,0.27,0.27
77.07,0.94,0.27,0.27
77.06,0.93,0.27,0.27
77.06,0.93,0.27,0.27
79.57,1.31,0.27,0.27
98.12,1.27,0.27,0.27
77.08,1.32,0.27,0.27
77.08,1.32,0.27,0.27
77.07,1.32,0.27,0.27
77.05,1.32,0.27,0.27
76.19,0.8,0.27,0.27
