ont_ene,ont_10s,ont_10n,ont_30r
88.56,1.33,0.16,0.1
93.13,1.33,0.16,0.1
93.13,1.33,0.16,0.1
93.13,1.33,0.16,0.1
98.14,1.33,0.16,0.1
95.2,1.33,0.16,0.1
98.14,1.33,0.16,0.1
102.35,1.32,0.16,0.1
102.36,1.32,0.16,0.1
102.36,1.32,0.16,0.1
106.2,1.32,0.16,0.1
112.13,1.32,0.16,0.1
