ont_ene,ont_10s,ont_10n,ont_30r
97.14,1.32,0.27,0.27
91.06,1.32,0.15,0.15
71.03,1.34,0.16,0.16
71.03,1.34,0.16,0.16
67.46,1.34,0.16,0.16
67.46,1.34,0.16,0.16
67.46,1.34,0.16,0.16
67.46,1.34,0.16,0.16
67.46,1.34,0.16,0.16
15.77,1.38,0.16,0.16
15.73,1.34,0.16,0.16
14.62,0.24,0.16,0.16
