ont_ene,ont_10s,ont_10n,ont_30r
88.47,1.39,1.39,1.39
88.48,1.39,1.39,1.39
88.5,1.39,1.39,1.39
90.44,1.39,1.39,1.39
95.2,1.38,1.38,1.38
90.45,1.39,1.39,1.39
95.2,1.38,1.38,1.38
95.2,1.38,1.38,1.38
95.2,1.38,1.38,1.38
109.74,4.76,4.76,4.76
115.13,10.15,10.15,10.15
125.16,20.18,20.18,20.18
