ont_ene,ont_10s,ont_10n,ont_30r
106.39,1.31,0.37,0.37
80.22,1.34,0.37,0.37
78.45,1.25,0.75,0.75
107.04,1.96,0.75,0.75
72.56,1.35,0.75,0.75
80.23,1.35,0.75,0.75
14.4,1.49,0.75,0.75
14.4,1.49,0.75,0.75
14.4,1.49,0.75,0.75
14.4,1.49,0.75,0.75
14.39,1.49,0.75,0.75
14.38,1.49,0.75,0.75
