ont_ene,ont_10s,ont_10n,ont_30r
77.36,1.34,0.37,0.37
72.58,1.34,0.37,0.37
14.4,1.39,0.37,0.37
14.4,1.39,0.37,0.37
14.4,1.39,0.37,0.37
14.4,1.39,0.37,0.37
14.4,1.39,0.37,0.37
14.38,1.39,0.37,0.37
14.37,1.39,0.37,0.37
14.36,1.39,0.37,0.37
14.36,1.39,0.37,0.37
14.34,1.39,0.37,0.37
