ont_ene,ont_10s,ont_10n,ont_30r
88.8,7.99,7.99,0.75
86.96,6.21,6.21,0.75
86.96,6.21,6.21,0.75
86.38,5.63,5.63,0.75
86.96,6.21,6.21,0.75
86.38,5.63,5.63,0.75
86.38,5.63,5.63,0.75
82.66,1.91,1.91,0.75
82.86,2.11,2.11,0.75
82.87,2.12,2.12,0.75
82.63,1.91,1.91,0.75
82.86,2.11,2.11,0.75
