ont_ene,ont_10s,ont_10n,ont_30r
82.26,1.31,0.15,0.15
77.46,0.79,0.15,0.15
76.95,1,0.15,0.15
77.24,1.31,0.15,0.15
77.76,1.32,0.16,0.16
76.14,1.32,0.16,0.16
79.53,1.31,0.16,0.16
69.72,1.32,0.16,0.16
69.57,1.32,0.16,0.16
63.7,1.33,0.16,0.16
56.52,1.33,0.16,0.16
56.52,1.33,0.16,0.16
