ont_ene,ont_10s,ont_10n,ont_30r
24.92,1.35,0.15,0.15
24.46,1.41,0.15,0.15
24.91,1.11,0.15,0.15
24.48,1.35,0.15,0.15
24.48,1.35,0.15,0.15
24.46,1.42,0.15,0.15
24.45,1.42,0.15,0.15
14.78,1.42,0.15,0.15
14.4,1.43,0.15,0.15
24.45,1.42,0.15,0.15
14.4,1.43,0.15,0.15
14.4,1.43,0.15,0.15
