ont_ene,ont_10s,ont_10n,ont_30r
81.06,1.25,0.26,0.26
81.06,1.25,0.26,0.26
81.06,1.25,0.26,0.26
81.06,1.25,0.26,0.26
81.06,1.25,0.26,0.26
81.08,1.25,0.26,0.26
81.07,1.25,0.26,0.26
81.09,1.25,0.26,0.26
81.75,1.25,0.72,0.72
81.8,1.25,0.75,0.75
81.95,1.25,0.75,0.75
82.22,1.25,0.75,0.75
