ont_ene,ont_10s,ont_10n,ont_30r
75.65,0.11,0.11,0.11
54.97,0.11,0.11,0.11
68.16,0.11,0.11,0.11
54.97,0.11,0.11,0.11
54.96,0.15,0.12,0.12
54.96,0.15,0.12,0.12
54.97,0.11,0.11,0.11
54.96,0.15,0.12,0.12
54.97,0.11,0.11,0.11
54.97,0.11,0.11,0.11
54.96,0.15,0.12,0.12
54.96,0.15,0.12,0.12
