ont_ene,ont_10s,ont_10n,ont_30r
82.64,1.36,0.15,0.15
82.62,1.4,0.15,0.15
78.22,1.4,0.15,0.15
78.22,1.4,0.15,0.15
78.22,1.4,0.15,0.15
14.34,1.46,0.15,0.15
14.33,1.46,0.15,0.15
14.33,1.46,0.15,0.15
14.33,1.46,0.15,0.15
7.33,1.46,0.15,0.15
14.3,1.46,0.15,0.15
14.3,1.46,0.15,0.15
