ont_ene,ont_10s,ont_10n,ont_30r
78.94,1.33,0.27,0.27
78.95,1.33,0.27,0.27
78.95,1.33,0.27,0.27
78.84,1.33,0.75,0.75
78.84,1.33,0.75,0.75
79.92,1.33,0.66,0.66
79.92,1.33,0.66,0.66
79.92,1.33,0.65,0.65
79.92,1.33,0.65,0.65
79.92,1.33,0.65,0.65
80.25,1.33,0.15,0.1
80.21,1.33,0.16,0.16
