ont_ene,ont_10s,ont_10n,ont_30r
71.7,5.99,5.99,0.75
71.7,5.99,5.99,0.75
71.7,5.99,5.99,0.75
72.07,5.99,5.99,0.1
72.07,4.99,4.99,0.1
72.21,5.99,5.99,0.1
75.69,5.99,5.99,0.75
75.94,5.99,5.99,0.75
75.69,5.99,5.99,0.75
75.94,5.99,5.99,0.75
75.69,5.99,5.99,0.75
75.94,5.99,5.99,0.75
