ont_ene,ont_10s,ont_10n,ont_30r
14.39,1.28,0.75,0.75
14.39,1.28,0.75,0.75
14.39,1.28,0.75,0.75
14.39,1.28,0.75,0.75
14.39,1.28,0.75,0.75
14.39,1.28,0.75,0.75
56,1.24,0.75,0.75
56,1.24,0.75,0.75
14.39,1.28,0.75,0.75
56,1.24,0.75,0.75
95.2,1.24,0.75,0.75
71.07,1.24,0.75,0.75
