ont_ene,ont_10s,ont_10n,ont_30r
100,1.32,0.16,0.16
65.79,1.35,0.15,0.15
13.39,1.4,0.15,0.15
13.39,1.4,0.15,0.15
13.37,1.4,0.15,0.15
13.37,1.4,0.15,0.15
13.36,1.4,0.15,0.15
13.36,1.4,0.15,0.15
13.34,1.4,0.15,0.15
13.34,1.4,0.15,0.15
13.34,1.4,0.15,0.15
13.32,1.4,0.15,0.15
