ont_ene,ont_10s,ont_10n,ont_30r
100.78,1.31,0.75,0.75
95.31,1.32,0.27,0.27
95.32,1.32,0.27,0.27
100.3,1.31,0.27,0.27
100.78,1.31,0.75,0.75
100.78,1.31,0.75,0.75
100.4,1.31,0.37,0.37
100.4,1.31,0.37,0.37
95.31,1.32,0.27,0.27
93.64,1.32,0.16,0.16
88.1,1.32,0.16,0.16
88.1,1.32,0.16,0.16
