ont_ene,ont_10s,ont_10n,ont_30r
79.99,9.99,9.99,0.01
80.62,9.99,9.99,0.01
81.56,9.99,9.99,0.01
83.91,10.1,10.1,0.01
83.9,10.09,10.09,0.01
83.91,10.11,10.11,0.01
86.07,12.26,12.26,0.01
83.91,10.11,10.11,0.01
83.91,10.11,10.11,0.01
86.06,12.25,12.25,0.01
86.06,12.25,12.25,0.01
83.91,10.11,10.11,0.01
