ont_ene,ont_10s,ont_10n,ont_30r
76.28,1.33,1.33,0.82
76.28,1.33,1.33,0.82
76.04,1.33,1.33,1.23
75.98,1.33,1.33,1.33
75.36,1.34,1.34,1.34
75.98,1.34,1.34,1.34
75.98,1.34,1.34,1.34
75.99,1.33,1.33,1.33
75.98,1.33,1.33,1.33
76.04,1.33,1.33,1.24
76.04,1.33,1.33,1.24
76.28,1.33,1.33,0.83
