ont_ene,ont_10s,ont_10n,ont_30r
73.66,4.53,4.53,4.53
72.42,9.08,9.08,9.08
58.35,4.76,4.76,4.76
58.34,4.76,4.76,4.76
58.35,4.76,4.76,4.76
14.4,30,30,30
72.5,9.19,9.19,9.19
35.74,30,30,30
14.4,30,30,30
64.41,30,30,30
58.35,4.76,4.76,4.76
44.78,30,30,30
