ont_ene,ont_10s,ont_10n,ont_30r
14.36,1.4,0.27,0.27
14.36,1.4,0.27,0.27
14.35,1.4,0.27,0.27
14.34,1.4,0.27,0.27
14.34,1.4,0.27,0.27
14.32,1.4,0.27,0.27
14.33,1.4,0.27,0.27
14.33,1.4,0.27,0.27
14,1.4,0.27,0.27
12.25,1.4,0.27,0.27
14.31,1.4,0.27,0.27
12.25,1.4,0.27,0.27
