ont_ene,ont_10s,ont_10n,ont_30r
93.03,1.83,0.75,0.75
83.78,1.34,0.27,0.27
80.13,1.35,0.27,0.27
80.13,1.35,0.27,0.27
77.98,1.35,0.27,0.27
78.32,1.35,0.31,0.31
77.69,1.35,0.27,0.27
77.69,1.35,0.27,0.27
77.44,1.35,0.27,0.27
77.44,1.35,0.27,0.27
77.58,1.35,0.27,0.27
77.44,1.35,0.27,0.27
