ont_ene,ont_10s,ont_10n,ont_30r
81.95,1.35,0.75,0.75
82.41,1.36,0.75,0.75
82.51,1.46,0.75,0.75
82.51,1.46,0.75,0.75
82.51,1.46,0.75,0.75
82.51,1.46,0.75,0.75
81.81,1.35,0.75,0.75
81.13,1.35,0.26,0.1
81.13,1.35,0.26,0.1
81.08,1.35,0.26,0.1
81.08,1.35,0.26,0.1
81.07,1.35,0.26,0.1
