ont_ene,ont_10s,ont_10n,ont_30r
75.2,1.35,0.75,0.75
14.4,1.4,0.75,0.75
14.4,1.4,0.75,0.75
14.4,1.4,0.75,0.75
13.39,1.4,0.75,0.75
13.37,1.4,0.75,0.75
13.36,1.4,0.75,0.75
13.35,1.4,0.75,0.75
13.33,1.4,0.75,0.75
13.33,1.4,0.75,0.75
13.32,1.4,0.75,0.75
13.32,1.4,0.75,0.75
