ont_ene,ont_10s,ont_10n,ont_30r
83.28,0.16,0.16,0.1
83.42,0.16,0.16,0.1
83.43,0.16,0.16,0.1
85.1,0.16,0.16,0.1
85.02,0.16,0.16,0.1
85.09,0.16,0.16,0.1
85.12,0.16,0.16,0.1
86.57,0.73,0.16,0.16
86.58,0.73,0.16,0.16
86.57,0.73,0.16,0.16
86.58,0.73,0.16,0.16
86.58,0.73,0.16,0.16
