ont_ene,ont_10s,ont_10n,ont_30r
150.75,0.75,0.75,0.75
138.95,0.27,0.27,0.27
147.96,0.27,0.27,0.27
147.98,0.27,0.27,0.27
125.66,0.27,0.27,0.27
147.98,0.27,0.27,0.27
125.65,0.27,0.27,0.27
160.04,5.06,5.06,5.06
160.04,5.06,5.06,5.06
156.28,1.3,1.3,1.3
150.83,0.75,0.75,0.75
147.96,0.27,0.27,0.27
