ont_ene,ont_10s,ont_10n,ont_30r
177.81,30.1,30.1,30
140.08,30.1,30.1,30
112.7,30.1,30.1,30
112.02,30.1,30.1,20.53
112.01,30.1,30.1,20.52
112.01,30.1,30.1,20.52
104.7,30.1,30.1,13.21
91.6,20.13,20.13,9.99
88.45,17,17,9.99
86.59,15.15,15.15,9.99
84.33,12.88,12.88,9.99
80.01,8.57,8.57,5.67
