ont_ene,ont_10s,ont_10n,ont_30r
88.22,14.36,0.75,0.75
90.88,17,0.17,0.17
93.75,17,0.75,0.75
93.75,17,0.75,0.75
94.06,17.25,0.9,0.9
91.68,17,0.17,0.17
93.26,17,0.26,0.26
98.89,22.08,5.74,5.74
101.15,24.34,7.99,7.99
123.26,46.45,30.1,27.48
118.7,41.89,25.54,22.92
103.77,26.96,10.61,7.99
