ont_ene,ont_10s,ont_10n,ont_30r
93.35,13.22,13.22,0.75
89.03,8.89,8.89,0.75
89.02,8.89,8.89,0.75
89.02,8.89,8.89,0.75
89.02,8.9,8.9,0.75
88.5,8.39,8.39,0.75
88.47,8.35,8.35,0.75
88.12,8,8,0.75
88.12,8.01,8.01,0.75
88.12,8,8,0.75
86.96,6.84,6.84,0.75
86.96,6.84,6.84,0.75
