ont_ene,ont_10s,ont_10n,ont_30r
6.2,0.15,0.15,0.15
13,0.15,0.15,0.15
7.24,0.15,0.15,0.15
7.33,0.15,0.15,0.15
13,0.15,0.15,0.15
14.32,0.15,0.15,0.15
14.34,0.15,0.15,0.15
14.34,0.15,0.15,0.15
14.37,0.15,0.15,0.15
14.62,0.24,0.15,0.15
15.77,1.38,0.15,0.15
60.18,1.35,0.15,0.15
