ont_ene,ont_10s,ont_10n,ont_30r
83.13,0.83,0.51,0.51
83.13,0.83,0.51,0.51
83.13,0.83,0.51,0.51
83.2,0.87,0.37,0.37
83.27,0.93,0.27,0.27
83.26,0.93,0.27,0.27
83.26,0.93,0.27,0.27
83.26,0.93,0.27,0.27
83.33,1,0.16,0.16
83.27,0.93,0.27,0.27
83.26,0.93,0.27,0.27
83.26,0.93,0.27,0.27
